codigo,preco,hora,data,variacao
"FIGV11", "R$45.00","23:26:17", "02/01/2025", "R$44.50 - R$47.61"
"PLCR11", "R$74.10","23:26:18", "02/01/2025", "R$73.48 - R$77.04"
"CVBI11", "R$84.19","23:26:22", "02/01/2025", "R$83.53 - R$84.55"
"CVBI11", "R$84.19","23:26:23", "02/01/2025", "R$83.53 - R$84.55"
"CVBI11", "R$84.19","23:26:24", "02/01/2025", "R$83.53 - R$84.55"
"BTAL11", "R$67.43","23:26:25", "02/01/2025", "R$67.10 - R$69.02"
"CXCO11", "R$58.70","23:26:26", "02/01/2025", "R$57.50 - R$60.00"
"HOSI11", "R$89.89","23:26:27", "02/01/2025", "R$87.35 - R$89.89"
"MGHT11", "R$13.60","23:26:28", "02/01/2025", "R$13.51 - R$14.19"
"PVBI11", "R$76.80","23:26:29", "02/01/2025", "R$75.15 - R$77.40"
"DVFF11", "R$6.18","23:26:30", "02/01/2025", "R$6.01 - R$6.18"
"RFOF11", "R$55.80","23:26:31", "02/01/2025", "R$54.24 - R$62.93"
"RFOF11", "R$55.80","23:26:32", "02/01/2025", "R$54.24 - R$62.93"
"RFOF11", "R$55.80","23:26:33", "02/01/2025", "R$54.24 - R$62.93"
"RFOF11", "R$55.80","23:26:34", "02/01/2025", "R$54.24 - R$62.93"
"RFOF11", "R$55.80","23:26:34", "02/01/2025", "R$54.24 - R$62.93"
"BTCI11", "R$8.82","23:26:37", "02/01/2025", "None"
"BTCI11", "R$8.82","23:26:38", "02/01/2025", "None"
"BTCI11", "R$8.82","23:26:38", "02/01/2025", "None"
"BTCI11", "R$8.82","23:26:39", "02/01/2025", "None"
"BTCI11", "R$8.82","23:26:40", "02/01/2025", "None"
"BTCI11", "R$8.82","23:26:41", "02/01/2025", "None"
"BTCI11", "R$8.82","23:26:42", "02/01/2025", "None"
"BTCI11", "R$8.82","23:26:43", "02/01/2025", "None"
"BTCI11", "R$8.82","23:26:43", "02/01/2025", "None"
"BTCI11", "R$8.82","23:26:44", "02/01/2025", "None"
"BTCI11", "R$8.82","23:26:45", "02/01/2025", "None"
"BTCI11", "R$8.82","23:26:46", "02/01/2025", "None"
"BTCI11", "R$8.82","23:26:47", "02/01/2025", "None"
"RBRI11", "R$820.01","23:26:51", "02/01/2025", "R$820.01 - R$820.01"
"RBRI11", "R$820.01","23:26:52", "02/01/2025", "R$820.01 - R$820.01"
"RBRI11", "R$820.01","23:26:53", "02/01/2025", "R$820.01 - R$820.01"
"CXAG11", "R$72.40","23:26:54", "02/01/2025", "R$71.02 - R$73.00"
"CXAG11", "R$72.40","23:26:55", "02/01/2025", "R$71.02 - R$73.00"
"CXAG11", "R$72.40","23:26:56", "02/01/2025", "R$71.02 - R$73.00"
"CXAG11", "R$72.40","23:26:58", "02/01/2025", "R$71.02 - R$73.00"
"GZIT11", "R$43.70","23:27:04", "02/01/2025", "R$43.00 - R$44.70"
"GLOG11", "R$54.79","23:27:07", "02/01/2025", "R$54.73 - R$54.81"
"MALL11", "R$96.05","23:27:09", "02/01/2025", "R$93.76 - R$97.62"
"GGRC11", "R$9.95","23:27:10", "02/01/2025", "R$9.85 - R$10.00"
"HABT11", "R$76.48","23:27:14", "02/01/2025", "None"
"HABT11", "R$76.48","23:27:15", "02/01/2025", "None"
"HABT11", "R$76.48","23:27:16", "02/01/2025", "None"
"HCHG11", "R$68.66","23:27:18", "02/01/2025", "R$68.01 - R$68.66"
"HAAA11", "R$25.14","23:27:19", "02/01/2025", "R$25.14 - R$25.14"
"HAAA11", "R$25.14","23:27:20", "02/01/2025", "R$25.14 - R$25.14"
"HGBS11", "R$188.05","23:27:22", "02/01/2025", "R$185.00 - R$191.07"
"HGBS11", "R$188.05","23:27:22", "02/01/2025", "R$185.00 - R$191.07"
"HLOG11", "R$79.00","23:27:25", "02/01/2025", "R$78.00 - R$80.47"
"HOFC11", "R$24.89","23:27:26", "02/01/2025", "R$24.02 - R$25.00"
"HDOF11", "R$100.00","23:27:28", "02/01/2025", "R$88.32 - R$100.00"
"HDOF11", "R$100.00","23:27:29", "02/01/2025", "R$88.32 - R$100.00"
"HPDP11", "R$81.44","23:27:32", "02/01/2025", "None"
"HGIC11", "R$75.05","23:27:33", "02/01/2025", "R$74.03 - R$75.06"
"HSAF11", "R$69.80","23:27:36", "02/01/2025", "R$67.23 - R$70.94"
"HSLG11", "R$77.65","23:27:37", "02/01/2025", "R$76.61 - R$79.98"
"HSML11", "R$72.89","23:27:38", "02/01/2025", "R$71.40 - R$72.90"
"GRUL11", "R$7.86","23:27:45", "02/01/2025", "None"
"GRUL11", "R$7.86","23:27:46", "02/01/2025", "None"
"GRUL11", "R$7.86","23:27:46", "02/01/2025", "None"
"INLG11", "R$70.00","23:27:48", "02/01/2025", "R$69.25 - R$70.20"
"IBBP11", "R$8.75","23:27:53", "02/01/2025", "R$8.75 - R$8.75"
"ISCJ11", "R$90.00","23:27:55", "02/01/2025", "None"
"IRIM11", "R$62.62","23:27:56", "02/01/2025", "R$61.45 - R$63.86"
"TMPS11", "R$75.87","23:27:58", "02/01/2025", "R$74.82 - R$77.98"
"TMPS11", "R$75.87","23:27:59", "02/01/2025", "R$74.82 - R$77.98"
"TMPS11", "R$75.87","23:28:00", "02/01/2025", "R$74.82 - R$77.98"
"TMPS11", "R$75.87","23:28:01", "02/01/2025", "R$74.82 - R$77.98"
"VJFD11", "R$155.02","23:28:05", "02/01/2025", "None"
"VJFD11", "R$155.02","23:28:06", "02/01/2025", "None"
"VJFD11", "R$155.02","23:28:06", "02/01/2025", "None"
"JPPA11", "R$76.51","23:28:08", "02/01/2025", "R$75.00 - R$79.21"
"JPPA11", "R$76.51","23:28:09", "02/01/2025", "R$75.00 - R$79.21"
"JSRE11", "R$57.24","23:28:10", "02/01/2025", "R$56.00 - R$57.24"
"JSCR11", "R$77.83","23:28:12", "02/01/2025", "None"
"JSCR11", "R$77.83","23:28:13", "02/01/2025", "None"
"KISU11", "R$7.04","23:28:14", "02/01/2025", "R$6.96 - R$7.10"
"KIVO11", "R$58.68","23:28:15", "02/01/2025", "R$57.84 - R$61.72"
"KIVO11", "R$58.68","23:28:16", "02/01/2025", "R$57.84 - R$61.72"
"KIVO11", "R$58.68","23:28:17", "02/01/2025", "R$57.84 - R$61.72"
"KCRE11", "R$8.39","23:28:18", "02/01/2025", "R$8.30 - R$8.45"
"KCRE11", "R$8.39","23:28:19", "02/01/2025", "R$8.30 - R$8.45"
"KCRE11", "R$8.39","23:28:20", "02/01/2025", "R$8.30 - R$8.45"
"KNHF11", "R$82.60","23:28:20", "02/01/2025", "R$80.78 - R$82.66"
"KNIP11", "R$88.81","23:28:24", "02/01/2025", "R$88.80 - R$89.96"
"KORE11", "R$80.50","23:28:27", "02/01/2025", "None"
"KORE11", "R$80.50","23:28:28", "02/01/2025", "None"
"KORE11", "R$80.50","23:28:29", "02/01/2025", "None"
"KORE11", "R$80.50","23:28:29", "02/01/2025", "None"
"KORE11", "R$80.50","23:28:30", "02/01/2025", "None"
"KNSC11", "R$8.75","23:28:31", "02/01/2025", "R$8.70 - R$8.79"
"KNUQ11", "R$102.29","23:28:32", "02/01/2025", "R$100.84 - R$104.35"
"KNUQ11", "R$102.29","23:28:33", "02/01/2025", "R$100.84 - R$104.35"
"KNUQ11", "R$102.29","23:28:34", "02/01/2025", "R$100.84 - R$104.35"
"KNUQ11", "R$102.29","23:28:34", "02/01/2025", "R$100.84 - R$104.35"
"KNUQ11", "R$102.29","23:28:35", "02/01/2025", "R$100.84 - R$104.35"
"LASC11", "R$109.39","23:28:36", "02/01/2025", "R$109.39 - R$109.39"
"LASC11", "R$109.39","23:28:38", "02/01/2025", "R$109.39 - R$109.39"
"LASC11", "R$109.39","23:28:39", "02/01/2025", "R$109.39 - R$109.39"
"LFTT11", "R$8.20","23:28:40", "02/01/2025", "R$7.70 - R$9.00"
"MMVE11", "R$161.74","23:28:43", "02/01/2025", "None"
"MCRE11", "R$7.74","23:28:45", "02/01/2025", "None"
"MCRE11", "R$7.74","23:28:46", "02/01/2025", "None"
"MCRE11", "R$7.74","23:28:47", "02/01/2025", "None"
"MCRE11", "R$7.74","23:28:47", "02/01/2025", "None"
"MCRE11", "R$7.74","23:28:48", "02/01/2025", "None"
"MCRE11", "R$7.74","23:28:49", "02/01/2025", "None"
"SHOP11", "R$54.49","23:28:51", "02/01/2025", "R$54.49 - R$54.49"
"SHOP11", "R$54.49","23:28:52", "02/01/2025", "R$54.49 - R$54.49"
"SHOP11", "R$54.49","23:28:53", "02/01/2025", "R$54.49 - R$54.49"
"NCRI11", "R$8.59","23:28:54", "02/01/2025", "R$8.09 - R$8.69"
"NCRI11", "R$8.59","23:28:55", "02/01/2025", "R$8.09 - R$8.69"
"NCRI11", "R$8.59","23:28:56", "02/01/2025", "R$8.09 - R$8.69"
"NCRI11", "R$8.59","23:28:57", "02/01/2025", "R$8.09 - R$8.69"
"NEWU11", "R$80.00","23:29:00", "02/01/2025", "R$80.00 - R$87.99"
"NEWU11", "R$80.00","23:29:00", "02/01/2025", "R$80.00 - R$87.99"
"ARRI11", "R$7.90","23:29:01", "02/01/2025", "R$7.90 - R$8.04"
"OUJP11", "R$71.35","23:29:05", "02/01/2025", "R$71.30 - R$73.57"
"PNCR11", "R$70.20","23:29:07", "02/01/2025", "None"
"PNCR11", "R$70.20","23:29:08", "02/01/2025", "None"
"PMIS11", "R$7.70","23:29:11", "02/01/2025", "R$7.46 - R$7.80"
"PMIS11", "R$7.70","23:29:12", "02/01/2025", "R$7.46 - R$7.80"
"PATC11", "R$35.25","23:29:15", "02/01/2025", "R$34.03 - R$35.26"
"HGFF11", "R$69.05","23:29:18", "02/01/2025", "None"
"HGFF11", "R$69.05","23:29:19", "02/01/2025", "None"
"HGCR11", "R$93.68","23:29:22", "02/01/2025", "None"
"PRSN11", "R$1.50","23:29:24", "02/01/2025", "R$1.42 - R$1.55"
"PORD11", "R$7.70","23:29:25", "02/01/2025", "R$7.65 - R$7.82"
"PLRI11", "R$12.64","23:29:27", "02/01/2025", "None"
"PLRI11", "R$12.64","23:29:28", "02/01/2025", "None"
"PRSV11", "R$55.16","23:29:29", "02/01/2025", "R$55.16 - R$55.16"
"PRSV11", "R$55.16","23:29:30", "02/01/2025", "R$55.16 - R$55.16"
"PRSV11", "R$55.16","23:29:31", "02/01/2025", "R$55.16 - R$55.16"
"PRSV11", "R$55.16","23:29:32", "02/01/2025", "R$55.16 - R$55.16"
"PRSV11", "R$55.16","23:29:33", "02/01/2025", "R$55.16 - R$55.16"
"RZZR11", "R$148.89","23:29:34", "02/01/2025", "R$123.04 - R$166.13"
"RZZR11", "R$148.89","23:29:35", "02/01/2025", "R$123.04 - R$166.13"
"FIIP11", "R$135.75","23:29:39", "02/01/2025", "R$133.90 - R$138.04"
"RBRF11", "R$6.52","23:29:43", "02/01/2025", "None"
"RBRF11", "R$6.52","23:29:44", "02/01/2025", "None"
"RBRL11", "R$68.50","23:29:47", "02/01/2025", "R$66.80 - R$68.76"
"RPRI11", "R$81.82","23:29:49", "02/01/2025", "R$81.80 - R$82.50"
"RMAI11", "R$85.00","23:29:51", "02/01/2025", "R$85.00 - R$85.00"
"RINV11", "R$97.40","23:29:52", "02/01/2025", "R$97.00 - R$98.80"
"RBOP11", "R$235.01","23:29:58", "02/01/2025", "R$234.02 - R$241.02"
"RZAK11", "R$76.80","23:30:00", "02/01/2025", "R$76.03 - R$77.25"
"RZAT11", "R$86.10","23:30:03", "02/01/2025", "None"
"RZAT11", "R$86.10","23:30:04", "02/01/2025", "None"
"RZAT11", "R$86.10","23:30:04", "02/01/2025", "None"
"SARE11", "R$3.63","23:30:06", "02/01/2025", "R$3.40 - R$3.69"
"SPTW11", "R$33.20","23:30:13", "02/01/2025", "R$31.51 - R$35.14"
"DVLP11", "R$129.70","23:30:17", "02/01/2025", "None"
"PMFO11", "R$90.22","23:30:19", "02/01/2025", "None"
"PMFO11", "R$90.22","23:30:19", "02/01/2025", "None"
"PMFO11", "R$90.22","23:30:20", "02/01/2025", "None"
"PMFO11", "R$90.22","23:30:21", "02/01/2025", "None"
"PMFO11", "R$90.22","23:30:22", "02/01/2025", "None"
"STRX11", "R$168.00","23:30:24", "02/01/2025", "None"
"SNCI11", "R$86.05","23:30:27", "02/01/2025", "R$85.01 - R$88.01"
"SPMO11", "R$144.00","23:30:29", "02/01/2025", "None"
"TSER11", "R$100.00","23:30:33", "02/01/2025", "R$90.01 - R$99.02"
"VOTS11", "R$72.96","23:30:34", "02/01/2025", "R$65.75 - R$72.96"
"TJKB11", "R$270.00","23:30:35", "02/01/2025", "R$270.00 - R$270.00"
"TJKB11", "R$270.00","23:30:37", "02/01/2025", "R$270.00 - R$270.00"
"TSNC11", "R$82.01","23:30:38", "02/01/2025", "R$82.01 - R$82.01"
"TRXB11", "R$136.00","23:30:42", "02/01/2025", "R$134.50 - R$136.00"
"URPR11", "R$56.65","23:30:44", "02/01/2025", "R$56.00 - R$58.57"
"VGHF11", "R$7.39","23:30:52", "02/01/2025", "R$7.27 - R$7.76"
"RVBI11", "R$64.58","23:30:56", "02/01/2025", "R$63.00 - R$65.28"
"VCJR11", "R$75.83","23:30:57", "02/01/2025", "R$74.00 - R$76.37"
"VCJR11", "R$75.83","23:30:58", "02/01/2025", "R$74.00 - R$76.37"
"VCJR11", "R$75.83","23:30:59", "02/01/2025", "R$74.00 - R$76.37"
"VCJR11", "R$75.83","23:31:00", "02/01/2025", "R$74.00 - R$76.37"
"VCJR11", "R$75.83","23:31:01", "02/01/2025", "R$74.00 - R$76.37"
"VSLH11", "R$3.13","23:31:02", "02/01/2025", "R$3.05 - R$3.14"
"VSLH11", "R$3.13","23:31:02", "02/01/2025", "R$3.05 - R$3.14"
"VSLH11", "R$3.13","23:31:03", "02/01/2025", "R$3.05 - R$3.14"
"VIUR11", "R$5.83","23:31:06", "02/01/2025", "R$5.71 - R$5.95"
"VIFI11", "R$6.69","23:31:08", "02/01/2025", "R$6.61 - R$6.88"
"VILG11", "R$73.40","23:31:10", "02/01/2025", "None"
"VILG11", "R$73.40","23:31:12", "02/01/2025", "None"
"VISC11", "R$96.22","23:31:12", "02/01/2025", "R$95.33 - R$97.05"
"WSEC11", "R$8.10","23:31:13", "02/01/2025", "R$8.10 - R$8.10"
"WHGR11", "R$8.48","23:31:15", "02/01/2025", "R$8.34 - R$8.70"
"XPCM11", "R$6.80","23:31:17", "02/01/2025", "None"
"XPIN11", "R$69.02","23:31:18", "02/01/2025", "R$67.60 - R$69.32"
"XPLG11", "R$91.83","23:31:19", "02/01/2025", "R$91.52 - R$95.00"
"XPML11", "R$98.45","23:31:21", "02/01/2025", "R$97.00 - R$99.91"
"XPSF11", "R$6.32","23:31:23", "02/01/2025", "None"
"ZAGH11", "R$10.50","23:31:25", "02/01/2025", "R$10.00 - R$10.50"
"ZIFI11", "R$610.07","23:31:28", "02/01/2025", "R$610.07 - R$617.21"
